"e","i","","0","1624906832583","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","i",,"1","1624906832584","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","f","","1","1624906832689","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","f",,"2","1624906832690","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e"," ","","2","1624906832821","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k"," ",,"3","1624906832822","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","_","","3","1624906833558","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","_",,"4","1624906833559","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","_","","4","1624906833682","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","_",,"5","1624906833693","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","n","","5","1624906833925","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","n",,"6","1624906833928","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","a","","6","1624906834075","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","a",,"7","1624906834075","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","m","","7","1624906834149","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","m",,"8","1624906834149","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","e","","8","1624906834255","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","e",,"9","1624906834256","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e"," ","","9","1624906834398","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k"," ",,"10","1624906834398","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624906834903","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e",""," ","9","1624906834913","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","_","","9","1624906834962","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","_",,"10","1624906834962","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","_","","10","1624906835128","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","_",,"11","1624906835137","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e"," ","","11","1624906835768","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k"," ",,"12","1624906835768","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","=","","12","1624906835864","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","=",,"13","1624906835865","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e"," ","","13","1624906836000","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k"," ",,"14","1624906836001","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Backspace",,,"1624906836557","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e",""," ","13","1624906836564","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","=","","13","1624906836826","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","=",,"14","1624906836827","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e"," ","","14","1624906836955","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k"," ",,"15","1624906836955","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","'","","15","1624906837122","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","'","","16","1624906837129","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","'",,"16","1624906837130","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","_","","16","1624906837404","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","_",,"17","1624906837405","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","_","","17","1624906837528","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","_",,"18","1624906837529","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","m","","18","1624906837733","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","m",,"19","1624906837733","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","a","","19","1624906837855","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","a",,"20","1624906837856","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","i","","20","1624906837937","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","i",,"21","1624906837937","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","n","","21","1624906838066","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","n",,"22","1624906838067","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","_","","22","1624906838377","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","_",,"23","1624906838377","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","_","","23","1624906838532","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","_",,"24","1624906838532","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line End",,,"1624906838923","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e",":","","25","1624906839260","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k",":",,"26","1624906839260","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Enter",,,"1624906839476","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","
","","26","1624906839479","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","    ","","27","1624906839484","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","p","","31","1624906839699","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","p",,"32","1624906839699","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","a","","32","1624906839834","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","a",,"33","1624906839838","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","s","","33","1624906840021","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","s",,"34","1624906840024","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","s","","34","1624906840160","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","s",,"35","1624906840168","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Choose Lookup Item",,,"1624906841419","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Up",,,"1624906841704","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start",,,"1624906841940","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Move Caret to Line Start",,,"1624906842590","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Enter",,,"1624906842929","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","
","","0","1624906842937","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Enter",,,"1624906843091","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","
","","0","1624906843098","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Enter",,,"1624906843239","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","
","","2","1624906843248","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Up",,,"1624906843463","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Up",,,"1624906843640","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Up",,,"1624906843805","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","f","","0","1624906844005","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","f",,"1","1624906844006","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","r","","1","1624906844216","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","r",,"2","1624906844228","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","o","","2","1624906844350","plot_generator.py","1.1.7 for 2019-2020 @t1"
"k","o",,"3","1624906844354","plot_generator.py","1.1.7 for 2019-2020 @t1"
"a","Choose Lookup Item",,,"1624906844759","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","m","","3","1624906844779","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e"," ","","4","1624906844793","plot_generator.py","1.1.7 for 2019-2020 @t1"
"e","d","","5","1624906844991","plot_generator.py","1.1.7 for 2019-2020 @t1"
